ZPL314026L,STEAK N SHAKE INC,01581957,700 PARAMUS PARK SPC 1115,PARAMUS,NJ,US,71
ZPL314027G,MOES SOUTHWEST GRILL,01639263,367 3RD AVE,NEW YORK,NY,US,71
ZPL314028B,SUNY CORTLAND NEUBIG HALL,05889324,15 NEUBIG RD,CORTLAND,NY,US,71
ZPL3140296,FIREHOUSE SUBS,01638384,715 NW 7TH HWY,BLUE SPRINGS,MO,US,71
ZPL3140308,MOES SOUTHWEST GRILL,01645156,1217 N MAIN ST,SUFFOLK,VA,US,71
ZPL3140313,WENDYS,07651266,3019 RIFFEL DR,SALINA,KS,US,71
ZPL314032Y,DONG HAE CORPORATION,09359079,1970 DIVISION AVE S,GRAND RAPIDS,MI,US,71
ZPL314033T,7 ELEVEN,05653339,3640 GUS THOMASSON RD,MESQUITE,TX,US,71
ZPL314034O,MOES SOUTHWEST GRILL,01643927,6416 CARLISLE PIKE STE 800,MECHANICSBURG,PA,US,71
ZPL314035J,FIVE GUYS BURGERS AND FRIES,09866510,1515 STAFFORD MARKET PL,STAFFORD,VA,US,71
ZPL314036E,WEGMANS,04005711,240 NASSAU PARK BLVD,PRINCETON,NJ,US,71
ZPL3140379,WEGMANS,09923756,1000 HIGHWAY 36 N,HORNELL,NY,US,71
ZPL3140384,FIVE GUYS BURGERS AND FRIES,01438610,42489 FORD RD,CANTON,MI,US,71
ZPL314039Z,WEGMANS   51,04158479,24 S BRIDGE ST,CORNING,NY,US,71
ZPL3140401,FIREHOUSE SUBS,01626032,1729 S MISSION RD,MOUNT PLEASANT,MI,US,71
ZPL314041W,STATER BROS MARKET,01536739,2995 IOWA AVE,RIVERSIDE,CA,US,71
ZPL314042R,FIVE GUYS BURGERS AND FRIES,00751362,4300 5TH STREET HWY,TEMPLE,PA,US,71
ZPL314043M,FIREHOUSE SUBS,01594930,9180 NORTH FWY STE 524,FORT WORTH,TX,US,71
ZPL314044H,MEIJER FTN EXPRESS,07547531,5500 CLYDE PARK AVE SW,GRAND RAPIDS,MI,US,71
ZPL3140467,CORNER STORE,01545748,5602 UTSA BLVD,SAN ANTONIO,TX,US,71
ZPL3140472,WENDYS W27,05036089,202 SOUTHWEST PKWY E,COLLEGE STATION,TX,US,71
ZPL314050U,AMC WEBSTER TWELEVPLEX,03247023,2190 EMPIRE BLVD,WEBSTER,NY,US,71
ZPL314051P,COCA COLA FREESTYLE CAFE,01633702,1 CEDAR POINT DR,SANDUSKY,OH,US,71
ZPL314052K,AMC COON RAPIDS 16,04671126,10051 WOODCREST DR NW,COON RAPIDS,MN,US,71
ZPL314053F,TACO MAYO,04594126,1901 S GREEN AVE,PURCELL,OK,US,71
ZPL314054A,MOE'S SOUTHWEST GRILL,01542652,150 W SAINT JULIAN ST,SAVANNAH,GA,US,71
ZPL3140555,ISLETA CASINO SOUTH SELF SERVE,03297131,11000 BROADWAY BLVD SE,ALBUQUERQUE,NM,US,71
ZPL3140560,SARA'S,03231135,25 PENINSULA DR,ERIE,PA,US,71
ZPL314057V,WEGMANS,01581672,6416 CARLISLE PIKE STE 2000,MECHANICSBURG,PA,US,71
ZPL314058Q,FIREHOUSE SUBS,01628612,4135 S NATIONAL AVE,SPRINGFIELD,MO,US,71
ZPL314059L,FIREHOUSE SUBS,01625057,1920 NE 5TH AVE,BOCA RATON,FL,US,71
ZPL314060N,SIX FLAGS LAKE GEORGE,01589442,89 SIX FLAGS DR,QUEENSBURY,NY,US,71
ZPL314061I,FIVE GUYS BURGERS AND FRIES,01569570,4317 MILAN RD,SANDUSKY,OH,US,71
ZPL314062D,LAKE IN THE HILLS THEATER,01216168,311 N RANDALL RD,LAKE IN THE HILLS,IL,US,71
ZPL3140638,FIREHOUSE SUBS,01648041,6805 HOUSTON RD STE 700,FLORENCE,KY,US,71
ZPL3140643,CORNER STORE,04098161,13555 BABCOCK RD,SAN ANTONIO,TX,US,71
ZPL314065Y,AMC FREEHOLD METROPLEX,04843371,101 TROTTERS WAY,FREEHOLD,NJ,US,71
ZPL314066T,BURGER KING,08515077,1509 S BROADWAY,MINOT,ND,US,71
ZPL314067O,TEDS CHARLTON CITY PACKAGE,01587571,27 WORCESTER RD,CHARLTON,MA,US,71
ZPL314068J,MOES SOUTHWEST GRILL,01640415,301 LIGHT ST STE 1445,BALTIMORE,MD,US,71
ZPL314069E,FIVE GUYS BURGERS AND FRIES,01489479,961 DANA DR,REDDING,CA,US,71
ZPL314070G,ISLETA CASINO NORTH SELF SERVE,05238302,11000 BROADWAY BLVD SE,ALBUQUERQUE,NM,US,71
ZPL314071B,FIVE GUYS BURGERS AND FRIES,05248846,1650 NIXON DR,MOORESTOWN,NJ,US,71
ZPL3140726,BURGER KING,06990711,9105 BERGENLINE AVE,NORTH BERGEN,NJ,US,71
ZPL3140731,FIVE GUYS BURGERS AND FRIES,00664184,2000 LINCOLN PL STE 1,GREENSBURG,PA,US,71
ZPL314074W,FIVE GUYS BURGERS AND FRIES,09377667,2815 CONCORD RD STE A6,YORK,PA,US,71
ZPL314075R,CORNER STORE,02453452,9685 MARBACH RD,SAN ANTONIO,TX,US,71
ZPL314076M,MEIJER,07751163,1801 MARKETPLACE DR SE,CALEDONIA,MI,US,71
ZPL314077H,WINGSTOP,01638883,2634 N CLARK ST,CHICAGO,IL,US,71
ZPL314078C,FIVE GUYS BURGERS AND FRIES,05488049,20002 ROUTE 19,CRANBERRY TOWNSHIP,PA,US,71
ZPL3140797,7 ELEVEN,09922121,2101 W 15TH ST,PLANO,TX,US,71
ZPL3140809,FIVE GUYS BURGERS AND FRIES,08993551,2090 LINCOLN HWY E,LANCASTER,PA,US,71
ZPL3140814,FIVE GUYS BURGERS AND FRIES,01638546,2636 DELAWARE AVE,BUFFALO,NY,US,71
ZPL314082Z,WEGMANS,07134368,15 WOODBRIDGE CTR DR,WOODBRIDGE,NJ,US,71
ZPL314083U,FIVE GUYS BURGERS AND FRIES,08787306,241 ROUTE 9W,GLENMONT,NY,US,71
ZPL314084P,FIREHOUSE SUBS,01640430,320 MCHOLME DR,PITTSBURGH,PA,US,71
ZPL314085K,BATTERS UP,05912741,124 MAIN ST,COOPERSTOWN,NY,US,71
ZPL314086F,"SCHLOTZSKYS STORES, LLC",09402497,5105 BALCONES WOODS DR,AUSTIN,TX,US,71
ZPL314087A,FAS MART CONVENIENCE STORE,01190240,201 ROMANCOKE RD,STEVENSVILLE,MD,US,71
ZPL3140885,MOES SOUTHWEST GRILL,01638916,2739 E BELTLINE AVE SE,GRAND RAPIDS,MI,US,71
ZPL3140890,CARMIKE APPLE BLOSSOM 12,01642514,1850 APPLE BLOSSOM DR,WINCHESTER,VA,US,71
ZPL3140902,FIVE GUYS BURGERS AND FRIES,01508392,584 CENTERVILLE RD STE A,LANCASTER,PA,US,71
ZPL314091X,POPEYES LOUISIANA KITCHEN,01630383,2805 VEROT SCHOOL RD,LAFAYETTE,LA,US,71
ZPL314092S,WENDYS,04543467,10941 AIRPORT PULLING RD N,NAPLES,FL,US,71
ZPL314093N,MIDWAY MARKET,01611193,1 CEDAR POINT DR,SANDUSKY,OH,US,71
ZPL314094I,AMC FREEHOLD METROPLEX,04843371,101 TROTTERS WAY,FREEHOLD,NJ,US,71
ZPL314095D,CARMIKE APPLE BLOSSOM 12,01642514,1850 APPLE BLOSSOM DR,WINCHESTER,VA,US,71
ZPL3140968,PITA PIT,06178809,5131 COLLEGE AVE,SAN DIEGO,CA,US,71
ZPL3140973,WRAPPORTS LLC,01626935,350 N ORLEANS ST FL 10,CHICAGO,IL,US,71
ZPL314098Y,FIVE GUYS BURGERS AND FRIES,08182200,6493 MECHANICSVILLE TPKE STE A,MECHANICSVILLE,VA,US,71
ZPL314099T,FIVE GUYS BURGERS AND FRIES,01632524,1015 E ATLANTIC ST,SOUTH HILL,VA,US,71
ZPL314101B,POPEYES LOUISIANA KITCHEN,01624991,50 WASHINGTON ST UNIT B,BELLEVILLE,NJ,US,71
ZPL3141026,BURGER KING,07661673,2728 S FRONT ST,PHILADELPHIA,PA,US,71
ZPL3141031,BURGER KING,06990711,9105 BERGENLINE AVE,NORTH BERGEN,NJ,US,71
ZPL314104W,GIANT EAGLE,07533875,3440 CENTER RD,BRUNSWICK,OH,US,71
ZPL314105R,FIVE GUYS BURGERS AND FRIES,01638684,1620 E BOULEVARD,KOKOMO,IN,US,71
ZPL314106M,WEGMANS,04005681,724 US HIGHWAY 202,BRIDGEWATER,NJ,US,71
ZPL314107H,SUPER QUIK 03,01619434,500 POND RUN RD,RACELAND,KY,US,71
ZPL314108C,JOHNNYS PIZZA,05627481,5601 COASTAL HWY STE 1,OCEAN CITY,MD,US,71
ZPL3141097,FIVE GUYS BURGERS AND FRIES,01638684,1620 E BOULEVARD,KOKOMO,IN,US,71
ZPL3141109,BURGER KING,09851653,7105 N HIGHWAY 35,AUSTIN,TX,US,71
ZPL3141114,BURGER KING,02440585,1521 S COLUMBUS BLVD,PHILADELPHIA,PA,US,71
ZPL314112Z,MEIJER FOUNTAIN,07526967,2799 10 MILE RD NE,ROCKFORD,MI,US,71
ZPL314113U,WENDYS,01842051,1716 N PERRY ST,OTTAWA,OH,US,71
ZPL314114P,WINGSTOP,01626312,6024 RIDGE AVE,PHILADELPHIA,PA,US,71
ZPL314115K,MIDWAY MARKET,01611193,1 CEDAR POINT DR,SANDUSKY,OH,US,71
ZPL314116F,FIVE GUYS BURGERS AND FRIES,05415246,17661 HALL RD,MACOMB,MI,US,71
ZPL314117A,WEGMANS,07676217,1106 HIGHWAY 35,OCEAN,NJ,US,71
ZPL3141185,DASH'S MARKET,01623631,499 W KLEIN RD,WILLIAMSVILLE,NY,US,71
ZPL3141190,WINGSTOP,01569828,1685 PACIFIC COAST HWY STE D,HARBOR CITY,CA,US,71
ZPL3141202,POPEYES LOUISIANA KITCHEN,09896495,7615 PENDLETON PIKE,INDIANAPOLIS,IN,US,71
ZPL314121X,WENDYS,02446214,104 BLACK GOLD CT,HAZARD,KY,US,71
ZPL314122S,AMC WEBSTER TWELEVPLEX,03247023,2190 EMPIRE BLVD,WEBSTER,NY,US,71
ZPL314123N,MOE'S SOUTHWEST GRILL,08075625,3029 GRAHAM RD,STOW,OH,US,71
ZPL314124I,COCA COLA FREESTYLE CAFE,01633702,1 CEDAR POINT DR,SANDUSKY,OH,US,71
ZPL314125D,COCA COLA FREESTYLE CAFE,01633702,1 CEDAR POINT DR,SANDUSKY,OH,US,71
ZPL3141268,SUPER QUIK 09,01619435,12761 US ROUTE 60,ASHLAND,KY,US,71
ZPL3141273,DELAWARE RIVER AND BAY,09044779,43 CAPE HENLOPEN DR,LEWES,DE,US,71
ZPL314128Y,CARMIKE APPLE BLOSSOM 12,01642514,1850 APPLE BLOSSOM DR,WINCHESTER,VA,US,71
ZPL314129T,FIREHOUSE SUBS,01634956,6280 N COLLEGE AVE STE 300,INDIANAPOLIS,IN,US,71
ZPL314130V,WENDYS (340),02434283,480 MAIN ST,FERDINAND,IN,US,71
ZPL314131Q,FIVE GUYS BURGERS AND FRIES,05457950,4899 WILLIAM PENN HWY,MURRYSVILLE,PA,US,71
ZPL314132L,HARDEES,01645856,97 KS TPKE,CASSODAY,KS,US,71
ZPL314133G,SAFEWAY,05497383,1100 4TH ST SW STE 150,WASHINGTON,DC,US,71
ZPL314134B,WENDYS,08974301,129 CYPRESS DR,MANTENO,IL,US,71
ZPL3141356,WENDYS,04956087,5711 YOUNGSTOWN WARREN RD,NILES,OH,US,71
ZPL3141361,BURGER KING,05294843,245 N CITRUS ST,WEST COVINA,CA,US,71
ZPL314137W,MEIJER SUPERMARKET,03052630,550 BALDWIN ST,JENISON,MI,US,71
ZPL314138R,FIVE GUYS BURGERS AND FRIES,05467433,2877 45TH ST S STE 100,FARGO,ND,US,71
ZPL314140O,FIVE GUYS BURGERS AND FRIES,01589405,1000 N EISENHOWER DR,BECKLEY,WV,US,71
ZPL314141J,MONTCLAIR STATE UNIVERSITY,07961537,1 UNIVERSITY AVE STE 1,MONTCLAIR,NJ,US,71
ZPL314142E,Z MARIKS NOODLE CAFE,01645580,2335 W MAIN ST,RAPID CITY,SD,US,71
ZPL3141439,FIREHOUSE SUBS,01598868,1700 KINGFISHER DR STE 10,FREDERICK,MD,US,71
ZPL3141444,SMAK,01641011,2002 ANNAPOLIS MALL,ANNAPOLIS,MD,US,71
ZPL314145Z,WEGMANS,07676217,1106 HIGHWAY 35,OCEAN,NJ,US,71
ZPL314146U,FIVE GUYS BURGERS AND FRIES,01639440,3845 NORTHERN PIKE,MONROEVILLE,PA,US,71
ZPL314147P,FAS MART CONVENIENCE STORE,01043752,233 MAIN ST,PRESTON,MD,US,71
ZPL314148K,WEST SELF SERVE BEV STATION,01630009,8 E GALENA BLVD,AURORA,IL,US,71
ZPL314149F,BURGER KING,08549494,1401 W FULLERTON AVE,CHICAGO,IL,US,71
ZPL3141527,LAKE IN THE HILLS THEATER,01216168,311 N RANDALL RD,LAKE IN THE HILLS,IL,US,71
ZPL3141532,WENDYS,02999196,3050 S CHASE AVE,MILWAUKEE,WI,US,71
ZPL314154X,FIVE GUYS BURGERS AND FRIES,08182200,6493 MECHANICSVILLE TPKE STE A,MECHANICSVILLE,VA,US,71
ZPL314155S,PICKLEMANS,01616669,7442 WORNALL RD,KANSAS CITY,MO,US,71
ZPL314156N,AMC FREEHOLD METROPLEX,04843371,101 TROTTERS WAY,FREEHOLD,NJ,US,71
ZPL314157I,BURGER KING,06740880,16331 BEACH BLVD,HUNTINGTON BEACH,CA,US,71
ZPL314158D,STATER BROS MARKET,01536738,47 W NUEVO RD,PERRIS,CA,US,71
ZPL3141598,CORNER STORE,06075988,1503 SW MILITARY DR,SAN ANTONIO,TX,US,71
ZPL314160A,AMC LA JOLLA 12,05483786,8657 VILLA LA JOLLA DR,LA JOLLA,CA,US,71
ZPL3141615,WENDYS,01141770,270 SW PORT ST LUCIE BLVD,PORT SAINT LUCIE,FL,US,71
ZPL3141620,AMC LA JOLLA 12,05483786,8657 VILLA LA JOLLA DR,LA JOLLA,CA,US,71
ZPL314163V,AMC LA JOLLA 12,05483786,8657 VILLA LA JOLLA DR,LA JOLLA,CA,US,71
ZPL314164Q,SAFEWAY,00678818,2660 FEDERAL BLVD,DENVER,CO,US,71
ZPL314165L,STATER BROS MARKET,01536935,10114 ADAMS AVE,HUNTINGTON BEACH,CA,US,71
ZPL314167B,FIVE GUYS BURGERS AND FRIES,08736281,3841 W KENNEDY BLVD,TAMPA,FL,US,71
ZPL3141686,AMERICAN MULTI-CINEMA  INC,03775288,61 W FLATIRON CROSSING DR,BROOMFIELD,CO,US,71
ZPL3141691,STATER BROS MARKET,01536969,36010 HIDDEN SPRINGS RD,WILDOMAR,CA,US,71
ZPL3141703,STATER BROS MARKET,01536985,29995 CANYON HILLS RD,LAKE ELSINORE,CA,US,71
ZPL314171Y,SALEMS GYROS AND SUBS,01592100,1700 3RD ST SW,WINTER HAVEN,FL,US,71
ZPL314172T,BEACH HUT DELI,01640118,19025 BEACH BLVD,HUNTINGTON BEACH,CA,US,71
ZPL314173O,BURGER KING,01183006,22229 MOUNTAIN HWY E,SPANAWAY,WA,US,71
ZPL314175E,WENDYS,09693700,930 GEORGE WASHINGTON WAY,RICHLAND,WA,US,71
ZPL3141769,WENDYS,05309676,1805 TSCHACHE ST,BOZEMAN,MT,US,71
ZPL3141774,FIVE GUYS BURGERS AND FRIES,05648624,5425 S PADRE ISLAND DR STE 137,CORPUS CHRISTI,TX,US,71
ZPL314178Z,BURGER KING,09043446,5015 NEW JESUP HWY,BRUNSWICK,GA,US,71
ZPL314179U,BURGER KING,01756049,17524 MERIDIAN E,PUYALLUP,WA,US,71
ZPL314180W,WENDYS,02332728,625 MADISON AVE,MONTGOMERY,AL,US,71
ZPL314181R,GYROS HOUSE,01458840,815 N 10TH ST STE A,RENTON,WA,US,71
ZPL314182M,STATER BROS MARKET,01536930,26892 LA PAZ RD,ALISO VIEJO,CA,US,71
ZPL314183H,STATER BROS MARKET,01536957,3325 E CHAPMAN AVE,ORANGE,CA,US,71
ZPL314184C,STATER BROS MARKET,01536835,24336 EL TORO RD,LAGUNA WOODS,CA,US,71
ZPL3141857,PITA PIT,08332660,2106 CENTRAL AVE SE STE A,ALBUQUERQUE,NM,US,71
ZPL3141862,TACO MAYO,04302753,2020 E GORE BLVD,LAWTON,OK,US,71
ZPL314187X,AMC RIVERCENTER 9,09036202,849 E COMMERCE ST STE 800,SAN ANTONIO,TX,US,71
ZPL314188S,VONS,00686586,1650 HERNDON AVE,CLOVIS,CA,US,71
ZPL314189N,BURGER KING,02337606,107 N PERKINS RD,STILLWATER,OK,US,71
ZPL314190P,CORNER STORE,03340635,6903 W MILITARY DR,SAN ANTONIO,TX,US,71
ZPL314191K,BURGER KING,01593216,33 W 141ST ST,GLENPOOL,OK,US,71
ZPL314192F,BURGER KING,08897115,1611 18TH ST,SPRINGFIELD,OR,US,71
ZPL314193A,BURGER KING,01018949,15 DIVISION AVE,EUGENE,OR,US,71
ZPL3141945,BURGER KING,08094331,1275 GATEWAY BLVD,COTTAGE GROVE,OR,US,71
ZPL3141950,BULLRITOS,01521753,4505 S MEDFORD DR STE 213,LUFKIN,TX,US,71
ZPL314196V,FIREHOUSE SUBS,01590309,556 OGLETHORPE HWY,HINESVILLE,GA,US,71
ZPL314197Q,BURGER KING,07117221,5851 MAIN ST,SPRINGFIELD,OR,US,71
ZPL314198L,WENDYS,09260617,941 N COCOA BLVD,COCOA,FL,US,71
ZPL314199G,LIL PANTRY,01639844,2611 NW EDENBOWER BLVD,ROSEBURG,OR,US,71
ZPL3142003,LIL PANTRY,01639844,2611 NW EDENBOWER BLVD,ROSEBURG,OR,US,71
ZPL314201Y,BURGER KING,09593578,3001 E GRAND AVE,LARAMIE,WY,US,71
ZPL314202T,ISLETA CASINO,03297174,11000 BROADWAY BLVD SE,ALBUQUERQUE,NM,US,71
ZPL314203O,BURGER KING,03339653,3100 DALLAS HIGH SHOALS HWY,DALLAS,NC,US,71
ZPL314205E,FIREHOUSE SUBS,01628630,4917 PROMENADE PKWY STE 105,BESSEMER,AL,US,71
ZPL3142069,FIVE GUYS BURGERS AND FRIES,05192116,1009 SHOPPES STE 11,STROUDSBURG,PA,US,71
ZPL3142074,AMERICAN MULTI-CINEMA  INC,03775288,61 W FLATIRON CROSSING DR,BROOMFIELD,CO,US,71
ZPL314208Z,BURGER KING,08798672,312 JEFFERSON BLVD,LAFAYETTE,LA,US,71
ZPL314209U,GOLDEN PRIDE CHICKEN,06149740,10101 CENTRAL AVE NE,ALBUQUERQUE,NM,US,71
ZPL314210W,AMERICAN MULTI-CINEMA  INC,03775288,61 W FLATIRON CROSSING DR,BROOMFIELD,CO,US,71
ZPL314211R,BURGER KING CORPORATION,06926061,711 N PINE ST,DERIDDER,LA,US,71
ZPL314212M,BURGER KING,09593578,3001 E GRAND AVE,LARAMIE,WY,US,71
ZPL314214C,BURGER KING,04605772,1780 E MAIN ST,PRATTVILLE,AL,US,71
ZPL3142157,WENDYS,04251908,2501 LEE BLVD,LEHIGH ACRES,FL,US,71
ZPL3142162,POPEYES LOUISIANA KITCHEN,01639245,1511 US HIGHWAY 98,DAPHNE,AL,US,71
ZPL314217X,CORNER STORE,04943312,250 N LOOP 1604 E,SAN ANTONIO,TX,US,71
ZPL314218S,CORNER STORE,01230336,1802 S GENERAL MCMULLEN DR,SAN ANTONIO,TX,US,71
ZPL314219N,FIVE GUYS BURGERS AND FRIES,05648624,5425 S PADRE ISLAND DR STE 137,CORPUS CHRISTI,TX,US,71
ZPL314220P,HALO BURGER,01643753,300 N CLIPPERT ST STE 1,LANSING,MI,US,71
ZPL314221K,RIPLEYS AQUARIUM OF THE SMOKIE,08328833,88 RIVER RD,GATLINBURG,TN,US,71
ZPL314222F,STEAK N SHAKE ALAMO RANCH LLC,01633921,5619 W LOOP 1604 N STE 105,SAN ANTONIO,TX,US,71
ZPL314223A,FIREHOUSE SUBS,01631006,5832 HIGHLAND RD,WATERFORD,MI,US,71
ZPL3142245,MOE'S SOUTHWEST GRILL,07846504,6300 POPLAR AVE STE 108,MEMPHIS,TN,US,71
ZPL3142250,STATER BROS MARKET,01536858,1111 E IMPERIAL HWY,PLACENTIA,CA,US,71
ZPL314226V,WENDYS,02706288,29 DAYS INN DR,KUTTAWA,KY,US,71
ZPL314227Q,STATER BROS MARKET,01536929,22351 EL TORO RD,LAKE FOREST,CA,US,71
ZPL314228L,STATER BROS MARKET,01536937,7101 WARNER AVE,HUNTINGTON BEACH,CA,US,71
ZPL314229G,ARIZONA WESTERN COLLEGE,09623311,9500 S AVE 8 E,YUMA,AZ,US,71
ZPL314230I,SCHLOTZSKYS,06020416,500 CANYON RIDGE DR,AUSTIN,TX,US,71
ZPL314231D,AMC FREEHOLD METROPLEX,04843371,101 TROTTERS WAY,FREEHOLD,NJ,US,71
ZPL3142328,BURGER KING,03970230,1503 S SAN JACINTO AVE,SAN JACINTO,CA,US,71
ZPL3142333,ARIZONA WESTERN COLLEGE,09623311,9500 S AVE 8 E,YUMA,AZ,US,71
ZPL314234Y,FIREHOUSE SUBS,01597913,7865 W SAHARA AVE STE 105,LAS VEGAS,NV,US,71
ZPL314235T,BITE OF BOSTON,01638312,4651 MISSION BLVD,SAN DIEGO,CA,US,71
ZPL314236O,BURGER KING,01821623,1212 E MAIN ST,VILLE PLATTE,LA,US,71
ZPL314237J,LEGOLAND OCEAN JOURNEY,01634191,1 LEGOLAND DR,CARLSBAD,CA,US,71
ZPL314238E,LEGOLAND GARDEN RESTAURANT,02032622,1 LEGOLAND DR,CARLSBAD,CA,US,71
ZPL3142399,BURGER KING,07373961,4022 S MERIDIAN,PUYALLUP,WA,US,71
ZPL314240B,STATER BROS - BASTANCHURY,01536849,1040 E BASTANCHURY RD,FULLERTON,CA,US,71
ZPL3142416,STATER BROS - 29 PALMS,01536720,71727 PALMS HWY 29,TWENTYNINE PALMS,CA,US,71
ZPL3142421,BURGER KING,02142589,12401 VALLEY VIEW ST,GARDEN GROVE,CA,US,71
ZPL314243W,STATER BROS MARKET,01536706,28100 HIGHWAY 189,LAKE ARROWHEAD,CA,US,71
ZPL314244R,QUALTRICS LAB,01502775,400 W 5050 N,PROVO,UT,US,71
ZPL314245M,GULFSTREAM AEROSPACE,01579155,3 INNOVATION DR,SAVANNAH,GA,US,71
ZPL314246H,BURGER KING,02596890,1609 MARVIN RD NE,OLYMPIA,WA,US,71
ZPL314247C,AMC FIRST COLONY 24,01560552,3301 TOWN CENTER BLVD S,SUGAR LAND,TX,US,71
ZPL3142487,MOE'S SOUTHWEST GRILL,08339584,4005 CLARK RD,SARASOTA,FL,US,71
ZPL3142504,BURGER KING,09146261,11590 SE 82ND AVE,PORTLAND,OR,US,71
ZPL314251Z,FIREHOUSE SUBS,01573037,2120 E HARMONY RD STE 101,FORT COLLINS,CO,US,71
ZPL314252U,MOE'S SOUTHWEST GRILL,01605205,6705 HIGHWAY 63,MOSS POINT,MS,US,71
ZPL314253P,CORNER STORE,06553257,7715 S ZARZAMORA ST,SAN ANTONIO,TX,US,71
ZPL314254K,BURGER KING,01516154,2300 W LAUREL AVE,EUNICE,LA,US,71
ZPL314255F,FIREHOUSE SUBS,01603948,1781 WOODRUFF RD,GREENVILLE,SC,US,71
ZPL314256A,FIREHOUSE SUBS,01589069,1542 W FLOYD BAKER BLVD,GAFFNEY,SC,US,71
ZPL3142575,AMC PHIPPS PLAZA 14 THEAT,05736447,3500 PEACHTREE RD NE,ATLANTA,GA,US,71
ZPL3142580,MOE'S SOUTHWEST GRILL,04299952,863 PONCE DE LEON AVE NE,ATLANTA,GA,US,71
ZPL314259V,FIVE GUYS BURGERS AND FRIES,01569570,4317 MILAN RD,SANDUSKY,OH,US,71
ZPL314260X,CORNER STORE,02845814,103 BANDERA RD,SAN ANTONIO,TX,US,71
ZPL314261S,BURGER KING,02815766,105 HIGHWAY 72 W,TUSCUMBIA,AL,US,71
ZPL314262N,ZAXBY'S,01529682,4906 PEACHTREE BLVD,CHAMBLEE,GA,US,71
ZPL314263I,NORTHSIDE CHEVRON,03424809,3465 NORTHSIDE PKWY NW,ATLANTA,GA,US,71
ZPL314264D,CARMIKE 12,01610073,1801 BELTLINE RD,DECATUR,AL,US,71
ZPL3142658,BURGER KING,07499809,1715 N WEST AVE,EL DORADO,AR,US,71
ZPL3142663,BURGER KING,08905525,5400 W ALOHA DR,DIAMONDHEAD,MS,US,71
ZPL314269O,BURGER KING,06925502,10894 NEW HAVEN RD,HARRISON,OH,US,71
ZPL314270Q,BURGER KING,06933629,200 E JUDGE PEREZ DR,CHALMETTE,LA,US,71
ZPL314273B,FIVE GUYS BURGERS AND FRIES,01919674,2030 PITTSBURGH MILLS BLVD,TARENTUM,PA,US,71
ZPL3142746,FIVE GUYS BURGERS AND FRIES,05457950,4899 WILLIAM PENN HWY,MURRYSVILLE,PA,US,71
ZPL3142751,BURGER KING,08728658,4302 N STATE ST,JACKSON,MS,US,71
ZPL314276W,BURGER KING,05058112,3101 HIGHWAY 90 E,BROUSSARD,LA,US,71
ZPL314277R,CARMIKE APPLE BLOSSOM 12,01642514,1850 APPLE BLOSSOM DR,WINCHESTER,VA,US,71
ZPL314278M,FIVE GUYS BURGERS AND FRIES,08085786,1125 HAINES RD,YORK,PA,US,71
ZPL314279H,PITA PIT,01530978,249 RICHMOND RD STE 101,WILLIAMSBURG,VA,US,71
ZPL314280J,FIVE GUYS BURGERS AND FRIES,05415246,17661 HALL RD,MACOMB,MI,US,71
ZPL314281E,BURGER KING,06916252,108 W MCNEESE ST,LAKE CHARLES,LA,US,71
ZPL3142829,BURGER KING,08386471,2600 N ROBERTSON ST,NEW ORLEANS,LA,US,71
ZPL3142834,ZAXBY'S,01590453,1827 N MAIN ST,HIGH POINT,NC,US,71
ZPL314284Z,BURGER KING,01665672,2256 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LA,US,71
ZPL314286P,KIDD JONES CONVENIENCE STORES,09770326,5015 S BROADWAY AVE,TYLER,TX,US,71
ZPL314287K,FIREHOUSE SUBS,01647142,335 5TH AVE S,SAINT CLOUD,MN,US,71
ZPL314288F,POPEYES LOUISIANA KITCHEN,01647375,635 CARMEL RD,CARMEL,IN,US,71
ZPL314289A,BURGER KING,06933246,101 BOLING ST,CLAYTON,NC,US,71
ZPL314290C,SARA'S,03231135,25 PENINSULA DR,ERIE,PA,US,71
ZPL3142917,ZAXBY'S,03294736,6190 BRADLEY PARK DR,COLUMBUS,GA,US,71
ZPL3142922,MOE'S SOUTHWEST GRILL,07211419,1146 HIGHWAY 20 81,MCDONOUGH,GA,US,71
ZPL314293X,FIVE GUYS BURGERS AND FRIES,08477766,4413 TOWN CENTER PKWY,JACKSONVILLE,FL,US,71
ZPL314294S,BURGER KING,06931049,1250 SUNSET DR,GRENADA,MS,US,71
ZPL314295N,CORNER STORE,01545748,5602 UTSA BLVD,SAN ANTONIO,TX,US,71
ZPL314296I,AMERICAN MULTI-CINEMA  INC,01255312,4276 MAPLE RD,AMHERST,NY,US,71
ZPL314297D,BURGER KING,07050496,27931 WALKER RD S,WALKER,LA,US,71
ZPL3142988,FIVE GUYS BURGERS AND FRIES,01614263,1460 MEETING BLVD STE 101,ROCK HILL,SC,US,71
ZPL3142993,CORNER STORE,00720763,11611 STATE HIGHWAY 151,SAN ANTONIO,TX,US,71
ZPL314300Q,7 ELEVEN,02444992,1610 TEASLEY LN,DENTON,TX,US,71
ZPL314301L,FIREHOUSE SUBS,01598416,5911 SPOUT SPRINGS RD STE B,FLOWERY BRANCH,GA,US,71
ZPL314302G,CORNER STORE,01230336,1802 S GENERAL MCMULLEN DR,SAN ANTONIO,TX,US,71
