machine,ZPL300260C,CHRONIC TACOS,08842626,5525 E STEARNS ST,LONG BEACH,CA,US,33.79605,-118.134233
machine,ZPL3002617,BURGER KING,01186251,9178 CHAMBERLAYNE RD,MECHANICSVILLE,VA,US,37.641677,-77.421442
machine,ZPL3002622,BURGER JUNKIES,05777785,415 E AVENIDA PICO STE N2,SAN CLEMENTE,CA,US,33.437439,-117.62373
machine,ZPL300263X,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,33.516503,-94.669376
machine,ZPL300265N,WINGSTOP,07797813,8450 EDGEWATER DR STE B,OAKLAND,CA,US,37.737116,-122.198281
machine,ZPL3002705,BURGER KING,06009492,2453 W INTL SPEEDWAY BLVD,DAYTONA BEACH,FL,US,28.870385,-81.97802
machine,ZPL3002710,BURGER KING,04812013,2630 S BROADWAY,ROCHESTER,MN,US,43.983509,-92.462278
machine,ZPL300273Q,WINGSTOP,00147201,4133 SAN PABLO AVE,EMERYVILLE,CA,US,37.832867,-122.280659
machine,ZPL300274L,MEATHEADS BURGER AND FRIES,01488793,701 S MAIN ST UNIT B,NORMAL,IL,US,40.504416,-88.994672
machine,ZPL300275G,PEI WEI ASIAN DINER,07297127,5954 S YALE AVE,TULSA,OK,US,36.07744,-95.922328
machine,ZPL3002776,HUHOT EXPRESS,05636609,2720 COUNCIL TREE AVE STE 184,FORT COLLINS,CO,US,40.545885,-105.109785
machine,ZPL3002781,BURGER KING,09540768,7218 STOCKTON BLVD,SACRAMENTO,CA,US,38.495338,-121.428901
machine,ZPL300279W,PEI WEI ASIAN DINER,09332621,999 E BASSE RD STE 199,SAN ANTONIO,TX,US,29.496907,-98.469917
machine,ZPL300280Y,PEI WEI ASIAN DINER,09397642,1025 CAMINO DE LA REINA STE P5,SAN DIEGO,CA,US,32.768161,-117.153621
machine,ZPL300281T,BURGER KING,02136007,3811 S NOVA RD,PORT ORANGE,FL,US,29.127349,-81.004916
machine,ZPL300283J,LINKEDIN,05611461,2025 STIERLIN CT FL 2,MOUNTAIN VIEW,CA,US,37.423334,-122.073324
machine,ZPL300284E,FUDDRUCKERS,03904070,7511 FM 1960 RD W,HOUSTON,TX,US,29.964796,-95.541327
machine,ZPL3002859,PEI WEI ASIAN DINER,09397642,1025 CAMINO DE LA REINA STE P5,SAN DIEGO,CA,US,32.768161,-117.153621
